drug,correlation,p_value,n,significance
BRD:BRD-K02490038-236-03-8,0.023473672701144938,0.4877694813790121,876,NS
BRD:BRD-K00004965-342-01-9,0.023492116809774734,0.4881760756664034,873,NS
BRD:BRD-K31135544-001-07-0,0.023540999344020094,0.5841227966689012,543,NS
BRD:BRD-K49685476-001-15-9,0.023548463139666593,0.5833086338434207,545,NS
BRD:BRD-K47983010-001-15-3,0.023574879461734435,0.4853957474683196,878,NS
BRD:BRD-A40787240-066-04-6,0.023582919706127352,0.5848495897424446,539,NS
BRD:BRD-K00003379-001-01-9,0.023589078090841032,0.48638207211080453,873,NS
BRD:BRD-K92493880-001-03-0,0.023602372858274993,0.5789913098185402,555,NS
BRD:BRD-A85587465-001-03-3,0.02361198951854225,0.5788366305199638,555,NS
BRD:BRD-A06784547-001-03-9,0.023621552749432662,0.48503132772287716,876,NS
BRD:BRD-A17300716-001-01-5,0.023655089003243687,0.5781436342136101,555,NS
BRD:BRD-K00003331-001-01-9,0.023669933266254016,0.48488879301472154,873,NS
BRD:BRD-A19633847-050-32-1,0.023670321231550225,0.5778988084292402,555,NS
BRD:BRD-K46211610-003-26-7,0.023697328526104816,0.5791921649327512,550,NS
BRD:BRD-K61496577-001-19-4,0.02369817006678213,0.5847764400088296,534,NS
BRD:BRD-A69636825-003-04-7,0.02371391843068289,0.5778883741227722,553,NS
BRD:BRD-K37590257-001-02-8,0.023741090443161604,0.5823331404647982,539,NS
BRD:BRD-K00079505-019-02-9,0.023763578355428257,0.4869566012939771,858,NS
BRD:BRD-K84883208-001-01-1,0.023791610104725386,0.607294895809001,469,NS
BRD:BRD-K58894520-001-01-1,0.023794052882652444,0.6072579918592562,469,NS
BRD:BRD-A75850590-213-01-0,0.023811856924887492,0.58511029792687,528,NS
BRD:BRD-K55191674-237-18-3,0.023861488347519708,0.5765659055574778,550,NS
BRD:BRD-K11696279-003-02-3,0.023921298130795646,0.5749137870424501,552,NS
BRD:BRD-K53809807-304-02-4,0.02392816449099666,0.58078078248444,535,NS
BRD:BRD-K00003215-043-01-9,0.023951136447418662,0.47845585906484467,878,NS
BRD:BRD-K00003150-001-01-9,0.02398567365447327,0.4778215593043444,878,NS
BRD:BRD-K64557645-001-02-4,0.0240067639517033,0.5725036506549768,555,NS
BRD:BRD-K94832621-001-02-3,0.024008091647955924,0.5738758563602504,551,NS
BRD:BRD-K49519144-001-04-6,0.024019931476480173,0.5839978772973105,522,NS
BRD:BRD-K78841970-001-13-8,0.02406060112124456,0.5786880960946936,535,NS
BRD:BRD-K28453807-003-11-2,0.024068546414550075,0.5902068929622616,503,NS
BRD:BRD-A94965935-001-01-6,0.02407558234240104,0.4766766737601284,876,NS
BRD:BRD-A69777949-001-24-2,0.02407789295734064,0.5769915787604788,539,NS
BRD:BRD-A33514596-003-01-2,0.02407789862592885,0.5748691659243595,545,NS
BRD:BRD-K60931454-003-01-3,0.024116326196250468,0.6020093555395074,470,NS
BRD:BRD-K28360340-001-08-3,0.024128680220101045,0.5822959280223191,522,NS
BRD:BRD-K81623406-004-08-3,0.02414183773390791,0.5735009952944722,546,NS
BRD:BRD-K96358241-001-01-9,0.024146964873512727,0.5720121849610209,550,NS
BRD:BRD-K21396683-001-04-8,0.02427202934695857,0.568266773486075,555,NS
BRD:BRD-K00075060-001-02-9,0.024273327882718732,0.47765850350221245,858,NS
BRD:BRD-K73383190-001-02-3,0.02438456457960617,0.5783004013377874,522,NS
BRD:BRD-K68065987-300-09-1,0.02439655174002657,0.5694622080648283,546,NS
BRD:BRD-K07955840-001-02-3,0.024403707237290444,0.5675781204825006,551,NS
BRD:BRD-K00337317-001-06-6,0.024414037000638433,0.5674141258153839,551,NS
BRD:BRD-K86673452-001-01-7,0.024443076083774884,0.5970960255218312,470,NS
BRD:BRD-K43873574-001-01-8,0.02445323988699927,0.5660856545170277,553,NS
BRD:BRD-K89048337-001-06-9,0.024459380809212,0.5681124930065918,547,NS
BRD:BRD-K90033078-001-08-7,0.02448943033255514,0.596793533437993,469,NS
BRD:BRD-K60443845-001-08-6,0.024531787700561226,0.572357566442141,532,NS
BRD:BRD-A91699651-316-10-9,0.024534225701463536,0.5651535377285406,552,NS
BRD:BRD-A92096630-001-02-8,0.024589376649051847,0.5660569331299701,547,NS
BRD:BRD-K99604664-001-01-1,0.024595696649822297,0.5631174340739135,555,NS
BRD:BRD-K00091277-001-01-9,0.024619481078172967,0.47140017607520457,858,NS
BRD:BRD-K34415467-003-13-0,0.024634179106226946,0.5642800960891612,550,NS
BRD:BRD-K24593301-001-02-3,0.024656647355538918,0.5740660970367091,522,NS
BRD:BRD-K53852914-001-01-8,0.02466697273372883,0.5634056125897559,551,NS
BRD:BRD-K33277808-331-01-3,0.024695594786338884,0.5629528706156143,551,NS
BRD:BRD-K07061232-001-01-8,0.02471665832069398,0.5929962163862501,470,NS
BRD:BRD-K01815685-001-15-5,0.02472714437779357,0.5638823736563447,547,NS
BRD:BRD-K80419150-001-02-4,0.024733363529929893,0.5681124441218001,535,NS
BRD:BRD-K26901728-001-06-2,0.024750473340468815,0.5617290712032078,552,NS
BRD:BRD-K25906698-303-02-7,0.02476588392774204,0.5614854137325933,552,NS
BRD:BRD-K83192048-050-02-7,0.024780797993156335,0.5637544155587391,545,NS
BRD:BRD-K00003288-003-01-9,0.02482130386129964,0.46261539741406194,878,NS
BRD:BRD-K00004574-001-01-9,0.024828289312829165,0.46248942755059275,878,NS
BRD:BRD-K30159788-001-01-9,0.02484038347762374,0.5668033043783142,534,NS
BRD:BRD-K82036761-003-20-3,0.02486870462706381,0.5595041031560666,553,NS
BRD:BRD-K34313798-001-01-6,0.024908928684317374,0.5613791308534147,546,NS
BRD:BRD-K75037734-003-13-9,0.024972317168848963,0.5702893360295526,519,NS
BRD:BRD-A88254928-001-07-9,0.025056311775243856,0.5634355093754956,534,NS
BRD:BRD-K00003370-001-01-9,0.02506421673288854,0.4582461424019296,878,NS
BRD:BRD-K46839850-050-04-2,0.025077112065959643,0.5612813394536663,539,NS
BRD:BRD-K54729176-001-03-9,0.025089160476361547,0.45831288929898417,876,NS
BRD:BRD-K00004292-003-02-9,0.025121713736214052,0.45721534047401907,878,NS
BRD:BRD-A14395271-074-17-8,0.025130162191631458,0.5561005008458392,551,NS
BRD:BRD-K00003141-003-01-9,0.025131855051632547,0.45703366270423756,878,NS
BRD:BRD-K00091270-459-01-9,0.02515029997394637,0.46189147114464013,858,NS
BRD:BRD-K94455792-001-01-8,0.025153619362567516,0.5557317796819831,551,NS
BRD:BRD-K88154110-001-01-0,0.02528042508988842,0.5849906614095259,469,NS
BRD:BRD-K00079528-001-02-9,0.02529394785050122,0.4593367672732301,858,NS
BRD:BRD-K49456274-001-01-9,0.025341496292107014,0.5571593472949442,539,NS
BRD:BRD-K67868012-001-07-6,0.025412270437333417,0.5502269255325903,555,NS
BRD:BRD-K00003135-001-01-9,0.025419889601212824,0.45318501318123494,873,NS
BRD:BRD-K21071223-001-02-8,0.02546070804254126,0.5523716957809541,547,NS
BRD:BRD-A09722536-002-18-0,0.025462335112152134,0.5512535670181956,550,NS
BRD:BRD-K43330982-001-04-9,0.02548492347377088,0.4512515275184223,876,NS
BRD:BRD-K68558722-001-04-0,0.02549428634964814,0.5503903230433858,551,NS
BRD:BRD-K00004584-001-01-9,0.025506941885537718,0.4503426311900474,878,NS
BRD:BRD-K94830213-001-01-3,0.02551527761660867,0.5563092228087996,534,NS
BRD:BRD-K87696786-003-04-4,0.02551797073341262,0.5514780232133595,547,NS
BRD:BRD-A31159102-003-30-4,0.025531362862717424,0.5520011505869459,545,NS
BRD:BRD-K45875383-001-01-2,0.025535186584772104,0.5567452591324408,532,NS
BRD:BRD-A45498368-001-07-1,0.02557355293645043,0.54915109475353,551,NS
BRD:BRD-K42352790-001-05-3,0.025587795104523726,0.5533325994635119,539,NS
BRD:BRD-K43305603-004-02-8,0.025587995951581646,0.5485614038804755,552,NS
BRD:BRD-A79769222-001-01-3,0.025628830274122587,0.5794205464652217,470,NS
BRD:BRD-A49358627-001-14-6,0.025645608445287117,0.5483908125801205,550,NS
BRD:BRD-K00003446-001-01-9,0.02566214851625793,0.4488899870083167,873,NS
BRD:BRD-A71157293-003-10-0,0.02566483060989982,0.5462695371206344,555,NS
BRD:BRD-K23383398-001-09-9,0.025681766958004962,0.5489256501604847,547,NS
BRD:BRD-K03289018-001-02-7,0.02568567840624563,0.545943500673616,555,NS
BRD:BRD-K07656463-001-01-5,0.025687787389915055,0.578954673110807,469,NS
BRD:BRD-K63516691-003-02-0,0.025689465527200212,0.5488058295342851,547,NS
BRD:BRD-K28537285-001-01-8,0.02569403847088196,0.553172664893339,535,NS
BRD:BRD-K41024817-325-01-0,0.025719450785834215,0.5512923446414805,539,NS
BRD:BRD-K78959463-001-13-2,0.025755902219744643,0.5485085043229893,545,NS
BRD:BRD-K51324732-001-01-0,0.025761732044794136,0.5465807437636636,550,NS
BRD:BRD-K00029604-001-02-9,0.02579093036641161,0.450559414873656,858,NS
BRD:BRD-K39670393-303-02-1,0.025824733909818192,0.5437712909899994,555,NS
BRD:BRD-K07609981-001-01-7,0.025833353618900018,0.5454658206073987,550,NS
BRD:BRD-K34581968-001-04-6,0.02583459445226678,0.4450640271261242,876,NS
BRD:BRD-K44963273-001-06-9,0.025916496066547823,0.5546529479670845,522,NS
BRD:BRD-K23984367-075-15-2,0.02604770561375266,0.5432444572299449,547,NS
BRD:BRD-K48424871-001-04-9,0.026105350413518785,0.43978341551331124,878,NS
BRD:BRD-K00004715-001-01-9,0.026108267803306825,0.4410413570517923,873,NS
BRD:BRD-K77258318-001-04-6,0.026114718936711738,0.5410967697242712,550,NS
BRD:BRD-K61868322-050-01-7,0.026153526107759516,0.5401259673576838,551,NS
BRD:BRD-K60783397-001-12-9,0.026262061332553824,0.43756593585461384,876,NS
BRD:BRD-K38140108-002-01-2,0.026272646544090134,0.5371724232792779,554,NS
BRD:BRD-K00003285-001-01-9,0.026273373571248003,0.4368442701177655,878,NS
BRD:BRD-K51662849-001-05-4,0.026316546605487233,0.5447328513674776,532,NS
BRD:BRD-K00004966-001-01-9,0.026317750690990138,0.43606989279863584,878,NS
BRD:BRD-A73385064-001-01-5,0.02632056560628549,0.5435339098115505,535,NS
BRD:BRD-K79602928-003-19-9,0.026325590221974466,0.5396962964463417,545,NS
BRD:BRD-K00652956-001-01-5,0.026366181717086774,0.5689679603580372,469,NS
BRD:BRD-A94993966-001-04-4,0.0264259506630231,0.5344292155168472,555,NS
BRD:BRD-K91147684-001-01-5,0.026432707874963678,0.5380472788150855,545,NS
BRD:BRD-K70693421-001-01-1,0.026439304639432844,0.43395283587654626,878,NS
BRD:BRD-K38904395-001-02-3,0.026446798459368905,0.5341067247397717,555,NS
BRD:BRD-K63504947-001-15-4,0.026452648808288313,0.5377405777357651,545,NS
BRD:BRD-K86972824-001-01-4,0.02646406775994905,0.542479395348547,532,NS
BRD:BRD-K00003190-001-01-9,0.026495737868413752,0.43297197987335617,878,NS
BRD:BRD-A51407134-001-01-9,0.026522755548052543,0.5454264983131117,522,NS
BRD:BRD-K12198961-001-01-8,0.026543341278177743,0.5663735482543032,469,NS
BRD:BRD-K58122457-001-02-2,0.026551300394982526,0.5343522132158164,550,NS
BRD:BRD-K00004736-001-01-9,0.02655546924751048,0.4332530694967855,873,NS
BRD:BRD-K00004633-001-01-9,0.026556461653917878,0.4319179822722547,878,NS
BRD:BRD-K78960041-001-03-2,0.026558611417749105,0.5448832081096731,522,NS
BRD:BRD-K83547600-001-02-9,0.02662207880140715,0.430780719342587,878,NS
BRD:BRD-A14966924-003-07-7,0.026633586291275296,0.5312217169036642,555,NS
BRD:BRD-K00003520-001-01-9,0.026641404035334007,0.4304461092550264,878,NS
BRD:BRD-K99308954-304-02-4,0.026651246111694577,0.543480843591852,522,NS
BRD:BRD-K00004740-001-01-9,0.026652502672387092,0.4315737194200851,873,NS
BRD:BRD-K92658264-001-02-9,0.02667299792255666,0.4304266990963823,876,NS
BRD:BRD-K00003533-001-01-9,0.026688791008976635,0.4309466489168552,873,NS
BRD:BRD-K46209126-001-06-4,0.0267235059673464,0.563323328234465,470,NS
BRD:BRD-A27143604-001-02-0,0.026728112491199794,0.5327593616094071,547,NS
BRD:BRD-K02554563-001-01-6,0.02674122822828,0.5371093666722128,535,NS
BRD:BRD-K86718786-001-03-9,0.026753100341516775,0.4285150771527582,878,NS
BRD:BRD-K95603879-001-08-9,0.02679042367794496,0.42839911813483644,876,NS
BRD:BRD-A22032524-074-06-5,0.02680528228407614,0.5285767782988088,555,NS
BRD:BRD-K00004592-001-01-9,0.02682510013507363,0.42727299889080217,878,NS
BRD:BRD-K89085489-001-23-2,0.026828134869075815,0.5357868503379438,535,NS
BRD:BRD-K78126613-001-28-5,0.026843046979140264,0.5279959200464642,555,NS
BRD:BRD-K36201510-001-06-7,0.026846022727436913,0.5615351787420734,470,NS
BRD:BRD-K66715657-050-01-0,0.02685932524032902,0.5315048620746129,545,NS
BRD:BRD-K76617868-003-11-9,0.026866913143307185,0.5276290022706458,555,NS
BRD:BRD-K33499285-001-02-9,0.026873909647918262,0.42643217151291607,878,NS
BRD:BRD-K51102532-003-02-9,0.026879751510107176,0.4268604237528662,876,NS
BRD:BRD-K70592483-001-01-0,0.02690635269799656,0.5300296499927478,547,NS
BRD:BRD-K68405354-001-07-2,0.02694056448708164,0.5272468871839667,553,NS
BRD:BRD-K06980535-003-25-9,0.026998363718626555,0.5343567534894966,532,NS
BRD:BRD-A93093700-001-02-9,0.027001405997847835,0.5255637396496373,555,NS
BRD:BRD-K18250272-003-11-0,0.02701270937384164,0.5341395103043632,532,NS
BRD:BRD-A63344375-001-01-8,0.027023870593257705,0.5593650636500948,469,NS
BRD:BRD-K88165431-003-01-4,0.027067361968543823,0.5583116547660582,470,NS
BRD:BRD-K83459933-001-05-4,0.027086059298925762,0.5272846732120497,547,NS
BRD:BRD-K86294588-001-01-9,0.027086552048243343,0.5242583779285643,555,NS
BRD:BRD-A66116161-001-02-3,0.02711054808093732,0.5269111734500587,547,NS
BRD:BRD-K01174345-001-01-9,0.027114214066268398,0.5268552719037582,547,NS
BRD:BRD-A26105646-001-06-1,0.027167296554403576,0.5572813660908308,469,NS
BRD:BRD-K62066682-300-01-0,0.027171716819223972,0.5572172082160809,469,NS
BRD:BRD-K24179883-001-16-7,0.02721370979738776,0.5242003976279891,550,NS
BRD:BRD-K87112191-001-04-5,0.027230573777029338,0.5228083535881325,553,NS
BRD:BRD-A28422330-001-11-9,0.027280137990436173,0.4200032909631299,876,NS
BRD:BRD-K48722258-300-10-2,0.027288820225623196,0.5272598909136703,539,NS
BRD:BRD-K61496577-001-20-2,0.02730723155168827,0.5223956918446357,551,NS
BRD:BRD-K84892605-001-01-1,0.027330465636855837,0.5293390033638238,532,NS
BRD:BRD-K00076465-001-02-9,0.027367447288035526,0.4233524673629479,858,NS
BRD:BRD-K57427145-001-01-6,0.027379823553658776,0.5274297624134963,535,NS
BRD:BRD-K86109159-001-02-6,0.027418502313965,0.5191851666251142,555,NS
BRD:BRD-K02475039-001-01-0,0.02746413286415071,0.5203883568340152,550,NS
BRD:BRD-K77554836-001-11-6,0.02749187643088648,0.5308372994776936,522,NS
BRD:BRD-K82850175-001-01-1,0.027504771477968367,0.5178708615751353,555,NS
BRD:BRD-K00077991-001-02-9,0.027510430216081,0.4209333225941245,858,NS
BRD:BRD-K44715996-001-01-0,0.027511543014796504,0.5518699062863404,470,NS
BRD:BRD-K17203476-001-01-9,0.027523279507646967,0.5183480365547602,553,NS
BRD:BRD-K97428065-001-01-2,0.027542793223021472,0.5180513811258187,553,NS
BRD:BRD-K45462423-001-03-7,0.02756131763724605,0.5200602327677679,547,NS
BRD:BRD-K52219182-001-02-4,0.027569236165561173,0.51994029512043,547,NS
BRD:BRD-K11373525-003-02-1,0.027615742681643726,0.5180874350479332,550,NS
BRD:BRD-K86882815-001-03-2,0.02763873782781118,0.5247027795499867,532,NS
BRD:BRD-K92976206-001-01-5,0.027660885798837995,0.5185531638100161,547,NS
BRD:BRD-A09056319-003-07-7,0.027697897462751878,0.5164602190498944,551,NS
BRD:BRD-K90524085-001-07-8,0.027707366412487534,0.5163167891786667,551,NS
BRD:BRD-K56239177-300-01-3,0.027714246164547852,0.5493700190339669,469,NS
BRD:BRD-K83189926-001-03-1,0.02773093848075018,0.5144333885921996,555,NS
BRD:BRD-K12885236-001-02-7,0.027749529324143336,0.5172133470637098,547,NS
BRD:BRD-K00003146-318-01-9,0.02776381007589152,0.4112717696226896,878,NS
BRD:BRD-A63675168-001-01-6,0.02778096733449533,0.517123847130324,546,NS
BRD:BRD-K80353807-001-25-3,0.027827678785532592,0.5206946597525781,535,NS
BRD:BRD-K68544925-001-01-1,0.027847303230905954,0.5207924741076738,534,NS
BRD:BRD-K18878288-001-06-4,0.027848758935554295,0.5203787366628826,535,NS
BRD:BRD-K00004676-001-01-9,0.027863184025224936,0.41093935453883274,873,NS
BRD:BRD-K62456038-003-07-1,0.027863265983881207,0.5162691941730553,545,NS
BRD:BRD-K10176267-001-03-3,0.02786776403365843,0.5135068823624569,552,NS
BRD:BRD-K67844266-003-01-9,0.027946053021106323,0.511940522168022,553,NS
BRD:BRD-A40257118-001-02-0,0.02801205854329048,0.40763658551936355,876,NS
BRD:BRD-K00004571-001-01-9,0.02803156767850525,0.40811655066881497,873,NS
BRD:BRD-K00003353-003-01-9,0.02804439124078913,0.40790204850707906,873,NS
BRD:BRD-K21673112-003-01-3,0.028138637007183418,0.5113533319101286,547,NS
BRD:BRD-K28824103-001-04-4,0.02815073475877596,0.5111716939031814,547,NS
BRD:BRD-A57133765-300-01-7,0.028155225741761162,0.5430319335829988,469,NS
BRD:BRD-K12068470-001-04-1,0.0281918362275737,0.507465078261129,555,NS
BRD:BRD-A19958636-065-04-4,0.02821944114616156,0.5089776609501401,550,NS
BRD:BRD-K47169076-003-01-6,0.028233236080839108,0.541481756522351,470,NS
BRD:BRD-K75641298-003-25-0,0.02830246291794742,0.5057999004376719,555,NS
BRD:BRD-K75410565-001-02-9,0.02830888810564899,0.5408319446334995,469,NS
BRD:BRD-K49076555-001-05-6,0.028337541030063796,0.40220749133734934,876,NS
BRD:BRD-K45437867-005-03-3,0.028406210537473036,0.504240877996755,555,NS
BRD:BRD-K03739921-001-06-8,0.028430669398656686,0.5069781049972567,547,NS
BRD:BRD-K60038276-001-09-0,0.028544947857077813,0.5041007450082975,550,NS
BRD:BRD-K00003293-001-01-9,0.02855639586261019,0.3993925563120123,873,NS
BRD:BRD-A01593789-001-03-1,0.028670688579155394,0.50183332187382,551,NS
BRD:BRD-A45044890-236-02-3,0.02870867491973677,0.5016570247178431,550,NS
BRD:BRD-K15014948-001-10-3,0.028739767507103775,0.5071160611742072,535,NS
BRD:BRD-K27074404-001-08-4,0.028765143750590555,0.5338882047177627,470,NS
BRD:BRD-K72063794-003-02-9,0.028772023465514662,0.3950281167607056,876,NS
BRD:BRD-K20497775-001-06-9,0.02879375639633108,0.39413035992198303,878,NS
BRD:BRD-K61585876-001-01-0,0.02883018592443832,0.49789613799070226,555,NS
BRD:BRD-K69636617-001-01-7,0.028872517596831546,0.5051553418043492,535,NS
BRD:BRD-K74558903-300-01-5,0.028910198971263755,0.5318267301507477,470,NS
BRD:BRD-K00091082-001-01-9,0.028910697785661615,0.39767331569069714,858,NS
BRD:BRD-K24048528-001-02-5,0.028968269497757233,0.516012642158513,505,NS
BRD:BRD-K89669299-001-04-9,0.02896947923389078,0.3967141120165046,858,NS
BRD:BRD-K00004690-001-01-9,0.028986352741420505,0.39097355858379673,878,NS
BRD:BRD-K14175878-001-01-6,0.028990815831833223,0.5046161549329836,532,NS
BRD:BRD-K17368287-001-18-3,0.02901451694532753,0.49515092084238466,555,NS
BRD:BRD-K00003314-001-01-9,0.029057643352080966,0.3898089492019308,878,NS
BRD:BRD-K88568253-011-19-9,0.02911667314216437,0.4999571133715778,539,NS
BRD:BRD-K94882685-003-10-0,0.029147886875647677,0.38833774735351845,878,NS
BRD:BRD-K04430056-236-02-1,0.029172992415032354,0.4967379251763476,545,NS
BRD:BRD-K25186396-001-09-6,0.029206098615885235,0.49545651655565975,547,NS
BRD:BRD-A95886749-001-03-5,0.0292132151437781,0.49933774285634547,537,NS
BRD:BRD-K51474575-001-10-4,0.0292151902595063,0.4953222618100152,547,NS
BRD:BRD-K07612980-001-07-9,0.02922832969842293,0.4919767658138613,555,NS
BRD:BRD-K82687598-001-01-6,0.029229861403890972,0.49989722592638897,535,NS
BRD:BRD-K21670884-001-01-9,0.029231547011598327,0.4954771181751741,546,NS
BRD:BRD-K63165456-001-10-8,0.029244664781568126,0.49488714985022336,547,NS
BRD:BRD-K93461745-003-25-0,0.029266655950290987,0.49140894680446395,555,NS
BRD:BRD-K35498378-001-06-1,0.029297809456364426,0.4921269926388284,552,NS
BRD:BRD-K22745370-003-02-3,0.02935531173071105,0.4900968213035492,555,NS
BRD:BRD-K36258877-001-03-1,0.02937209409257251,0.4918194777908563,550,NS
BRD:BRD-K54187111-001-09-2,0.029397215267964107,0.49105360494150074,551,NS
BRD:BRD-A28301258-001-03-0,0.02940787444850749,0.492481489913453,547,NS
BRD:BRD-K00003467-001-01-9,0.029412706819170024,0.38540126610200853,873,NS
BRD:BRD-K00003110-001-01-9,0.029476220827107772,0.3830136083241301,878,NS
BRD:BRD-K00076917-001-02-9,0.02951599091448554,0.38786294468818605,858,NS
BRD:BRD-K11595419-001-01-4,0.029529372944474063,0.489899360814571,549,NS
BRD:BRD-K83245588-001-01-4,0.029575954198487662,0.49201008702629495,542,NS
BRD:BRD-K17565903-066-23-1,0.02958840134407657,0.4886344190298172,550,NS
BRD:BRD-K76927775-001-11-8,0.029592377292368355,0.49459274895770805,535,NS
BRD:BRD-K01624185-001-05-7,0.029649573308504772,0.4897296457114386,545,NS
BRD:BRD-K66296774-236-11-3,0.029666575890548396,0.49473065029498275,532,NS
BRD:BRD-K78643075-001-11-6,0.029704382258631448,0.48653366143320964,551,NS
BRD:BRD-K46585355-001-14-3,0.029704983845482032,0.48573133218666587,553,NS
BRD:BRD-K37694030-003-12-7,0.02970540959927202,0.4857250770505922,553,NS
BRD:BRD-K00003498-001-01-9,0.029707955362893102,0.38064736156835666,873,NS
BRD:BRD-K52172416-001-11-4,0.029719310867744417,0.48671221483535154,550,NS
BRD:BRD-K49962337-001-02-9,0.029734850905599047,0.49784593265525623,522,NS
BRD:BRD-K57080016-001-15-9,0.029741171449609752,0.4844079682041044,555,NS
BRD:BRD-A04661934-001-02-9,0.02974131183881073,0.4844059049181189,555,NS
BRD:BRD-A62071884-001-04-6,0.029745026948335453,0.48474699232317686,554,NS
BRD:BRD-A13946108-001-17-1,0.029768900683911553,0.4871823650385938,547,NS
BRD:BRD-K75868704-001-05-3,0.029783671027339666,0.4849730262783006,552,NS
BRD:BRD-A85548292-001-01-8,0.029799591993626067,0.49279702607160863,532,NS
BRD:BRD-K14274271-001-02-8,0.0298117373945713,0.5191051673860299,470,NS
BRD:BRD-K79501723-001-04-6,0.02981399334610344,0.48732416536865236,545,NS
BRD:BRD-K83322645-050-01-9,0.02982719166732423,0.48473282419385766,551,NS
BRD:BRD-K19180152-001-02-6,0.02983686805194964,0.4861881895007639,547,NS
BRD:BRD-K51671335-001-10-6,0.029837251356238697,0.48418754774512174,552,NS
BRD:BRD-K59831625-001-01-6,0.029842181479716217,0.4829246626991257,555,NS
BRD:BRD-K98521173-001-19-4,0.029884017461608816,0.4823110336992159,555,NS
BRD:BRD-K00003474-001-01-9,0.029885047037309105,0.37644698787844183,878,NS
BRD:BRD-K89391146-001-08-0,0.029934365815401952,0.49125168212273995,531,NS
BRD:BRD-A95869247-001-26-9,0.029960648996370597,0.48198295899253213,553,NS
BRD:BRD-A96292436-003-16-1,0.029984065838381976,0.4812425879174342,554,NS
BRD:BRD-K00003471-001-01-9,0.029988612820979532,0.37616188706175063,873,NS
BRD:BRD-K00003309-001-01-9,0.0300024103247027,0.3759422181808246,873,NS
BRD:BRD-K00003127-001-01-9,0.030014029676591586,0.37438972829201705,878,NS
BRD:BRD-K00003205-003-01-9,0.030020341404369533,0.37428923534682895,878,NS
BRD:BRD-K29713308-077-04-1,0.030025373017673416,0.4834366151801886,547,NS
BRD:BRD-K00004569-001-01-9,0.03004493910088468,0.37526561872604725,873,NS
BRD:BRD-K53913008-001-01-5,0.030064896466928868,0.5160107046371566,469,NS
BRD:BRD-K49338325-001-03-4,0.030066770427896284,0.4860667380623763,539,NS
BRD:BRD-K56543881-001-02-7,0.030112910052150957,0.4805571169171678,551,NS
BRD:BRD-A72483914-001-03-7,0.030156723484516118,0.47832149736723156,555,NS
BRD:BRD-K20001883-001-02-7,0.03016893300323823,0.48134676237146423,547,NS
BRD:BRD-K05900209-001-03-4,0.030172292515897127,0.4915409220627931,522,NS
BRD:BRD-K25494650-003-01-8,0.030180668546319872,0.4864586406324219,534,NS
BRD:BRD-K27184429-300-01-3,0.03018564365991839,0.47789946877387857,555,NS
BRD:BRD-K81645907-001-01-1,0.030197602541565283,0.49117743185762963,522,NS
BRD:BRD-K83030136-001-02-9,0.03023288351842017,0.37091494865597724,878,NS
BRD:BRD-K93568044-001-32-0,0.03023890572460459,0.48113723513635787,545,NS
BRD:BRD-K00075140-005-02-9,0.030239727774597294,0.37660719248197616,857,NS
BRD:BRD-K50018155-003-02-1,0.03028437242309653,0.47765973227371045,552,NS
BRD:BRD-K56558538-003-11-9,0.030305325453755447,0.476155127795044,555,NS
BRD:BRD-K00003266-001-01-9,0.030339243223307534,0.3692334970898828,878,NS
BRD:BRD-K30634073-046-01-0,0.03039427027407153,0.4768664686216535,550,NS
BRD:BRD-K27755542-001-01-6,0.030395538844682393,0.48294826987044226,535,NS
BRD:BRD-K04843302-001-02-5,0.030398044847076294,0.5113690042242577,469,NS
BRD:BRD-K89588135-001-01-9,0.03042185822811835,0.4784865512833065,545,NS
BRD:BRD-K21450440-001-14-6,0.03042907853442097,0.4743551142292276,555,NS
BRD:BRD-K47323024-003-24-4,0.03043133935424632,0.4759264735862701,551,NS
BRD:BRD-K24666289-001-04-9,0.030465126849215016,0.48194639920695065,535,NS
BRD:BRD-K44091134-001-01-9,0.030468634427081455,0.5117512330602285,466,NS
BRD:BRD-K51544265-001-04-2,0.030469214228746197,0.48106584705836447,537,NS
BRD:BRD-K00003526-001-01-9,0.030476948812215715,0.3670635367311814,878,NS
BRD:BRD-K41524689-001-23-5,0.03050963316497039,0.4796639468748595,539,NS
BRD:BRD-K96843359-001-02-6,0.030524836653766478,0.5096081621341715,469,NS
BRD:BRD-K03871161-001-01-9,0.03054094328080813,0.5089311786968173,470,NS
BRD:BRD-K11683436-001-01-7,0.03054545097292467,0.508868612208263,470,NS
BRD:BRD-K64881305-001-03-7,0.03060615625201753,0.47339467223226805,551,NS
BRD:BRD-K57708067-001-01-3,0.030606727875702164,0.5084725682317635,469,NS
BRD:BRD-K00004645-001-01-9,0.03061477850813077,0.3648995837449391,878,NS
BRD:BRD-K68174511-001-06-6,0.030628501394415735,0.47146232931408855,555,NS
BRD:BRD-A39189014-003-22-7,0.030636326671553235,0.4733622296021827,550,NS
BRD:BRD-K36262466-001-06-3,0.030692752985836954,0.47173971270202236,552,NS
BRD:BRD-K00091265-001-01-9,0.03069553357600977,0.36917315410363855,858,NS
BRD:BRD-K28982731-001-01-6,0.030699509449918543,0.4724498659024901,550,NS
BRD:BRD-K41853443-001-02-9,0.030705809177832326,0.4715511135607191,552,NS
BRD:BRD-K28442028-001-01-3,0.030738426138784553,0.46987194193353365,555,NS
BRD:BRD-K00004719-001-01-9,0.030753689707962825,0.3627267183525425,878,NS
