cell_line_id,IIR_score_norm,IIR_group,ImmuneScore_norm,PD1_signature,DPI_norm
ACH-001796,0.3879457224812866,Low,0.000769097303855434,-0.3473565008142755,0.6125747456906
ACH-000307,0.39766511385361447,Low,0.00411607913814226,-0.2402793681322691,0.6126093239705636
ACH-001030,0.40939589861236186,Mid,0.0037757454157260114,0.04238403252900339,0.6126064639421303
ACH-002485,0.4243708781330602,High,0.048595021430877565,0.15337253880470664,0.6129831072052542
ACH-000595,0.407762535488807,Mid,0.0022960180756978134,0.11785654910192866,0.6125748988290038
ACH-001540,0.39095813320564543,Low,0.0,-0.27088949161285525,0.6125747340883588
ACH-000298,0.40051274789290325,Mid,0.010861451230625135,-0.20936059373418364,0.612666009378758
ACH-000771,0.4042870617076269,Mid,0.006656418222361845,-0.09580373828667851,0.6126306719638198
ACH-000500,0.4033824184877543,Mid,0.019371092210226766,-0.10379315666203968,0.6126064860041184
ACH-000353,0.40347381727404646,Mid,0.01611088589723004,-0.16746757175409324,0.6127101235273604
ACH-000363,0.39954596924872887,Low,0.004746706101465,-0.19874150041089772,0.612614623507245
ACH-000350,0.3987303606927793,Low,0.005610038118005062,-0.2230301228683517,0.6126218786040868
ACH-000053,0.7987381011237481,High,0.7527814802877788,2.3209426230043695,0.7407349577033895
ACH-001543,0.39788443132679124,Low,0.0003864523892300619,-0.21443852419518555,0.6125779816796155
ACH-000663,0.39752021716930414,Low,0.0037832860709626007,-0.24191021420089173,0.6126065273107798
ACH-000346,0.4547781247516051,High,0.027865619394267665,0.995638290918184,0.612808905604518
ACH-000970,0.42009420869401765,High,0.06582205495041002,-0.04410321840689023,0.6131278763022951
ACH-002543,0.394006620011652,Low,0.012547944276394217,-0.37440040081617143,0.612680181991537
ACH-001333,0.3951107322045902,Low,0.013178765310601564,-0.35145548808505556,0.6126854831591124
ACH-000794,0.4141244415408287,High,0.004544428127631632,0.15132105468610932,0.6126129236440857
ACH-000039,0.38992710728284624,Low,0.003801250891429104,-0.3197534845076378,0.6125756073039387
ACH-000471,0.4000950048199113,Mid,0.007828894789075636,-0.20261676910063794,0.6126405249877703
ACH-000850,0.395855315859017,Low,0.0007729047784601238,-0.1578711552208279,0.6125747373836234
ACH-000291,0.41701775569661026,High,0.04460350094485695,-0.000592262444867855,0.612949564064125
ACH-001453,0.4442698620548264,High,0.05690307217103205,0.5837995427615051,0.613052924739565
ACH-001458,0.4038926840513703,Mid,0.04171809458166411,-0.2988195172374578,0.6129253162635201
ACH-000886,0.40154334543935266,Mid,0.013049088580199111,-0.19677051257265687,0.6126843934077547
ACH-000888,0.4010082514607798,Mid,0.02004690423071708,-0.24821340805489986,0.6127432002506065
ACH-000659,0.41057917880797323,Mid,0.05243486273831165,-0.19794110900997555,0.6130153756952543
ACH-000030,0.3978619821618334,Low,0.004746706101465,-0.23904889117278377,0.612614623507245
ACH-001201,0.3983193834547954,Low,0.009195595953213445,-0.2526630684950265,0.612652010197527
ACH-000271,0.4114619772815737,High,0.02066760594238588,-0.0014231847027842335,0.6127484163794441
ACH-002676,0.48993204027831144,High,0.18170161210992902,0.9877404853776902,0.6141016817364383
ACH-000549,0.41921996730319994,High,0.0019097121208968447,0.005541671609914407,0.612962468375526
ACH-000555,0.39690994945711067,Low,0.0026788094247522792,-0.2504195589138647,0.6125972457309539
ACH-000478,0.4015869565482307,Mid,0.008040046260127947,-0.06180350907924974,0.6125758616217327
ACH-000775,0.41074121814067643,Mid,0.03216036727949847,-0.08212677102675736,0.6128449969473866
ACH-002214,0.4239307983024347,High,0.04187153629026946,0.17995939436826927,0.6129266057262461
ACH-000038,0.4954506050364012,High,0.05460417788284159,1.8215381087624374,0.6130336057517707
ACH-001109,0.39240062686337,Low,0.0003864523892300619,-0.238491298831012,0.6125747355788497
